Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
25075992,MTRO,14:40:16,4EUG,W 6TH AVE/GARFIELD ST,EUG,ILLEGAL BURNING,2025-03-24
25075989,MTRO,14:42:26,4EUG,1755 KINGSLEY RD,EUG,MEDICAL RESPONSE,2025-03-24
25076009,MTRO,14:55:16,4LFU,4012 KILDARE ST,EUG,MEDICAL RESPONSE,2025-03-24
25076008,RFD,14:55:17,4LFU,4012 KILDARE ST,EUG,MEDICAL RESPONSE,2025-03-24
25076025,MTRO,15:13:20,4EUG,785 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-24
25076021,MTRO,15:13:47,4EUG,1036 RANDALL ST,EUG,PUBLIC ASSIST- FIRE/EMS,2025-03-24
25076041,RFD,15:22:40,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2025-03-24
25076043,RFD,15:22:55,8LFA,1178 GINGER AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076040,MTRO,15:24:19,5SPR,5781 MAIN ST,SPR,MEDICAL RESPONSE,2025-03-24
25076050,MTRO,15:30:28,4EUG,2815 APPLEWOOD LN,EUG,MEDICAL RESPONSE,2025-03-24
25076062,MTRO,15:43:10,4EUG,2101 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076075,MTRO,15:51:25,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-03-24
25076080,RFD,15:56:39,5MKF,38664 E CEDAR FLAT RD,SPR,MEDICAL RESPONSE,2025-03-24
25076083,MTRO,15:56:40,5MKF,38664 E CEDAR FLAT RD,SPR,MEDICAL RESPONSE,2025-03-24
25076081,RFD,15:57:47,8JCF,500 E 6TH AVE,JUN,MEDICAL RESPONSE,2025-03-24
25076084,MTRO,15:59:48,5SPR,1879 M ST,SPR,MEDICAL RESPONSE,2025-03-24
25076086,MTRO,16:02:23,4EUG,JEFFERSON ST/W 6TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076104,MTRO,16:16:04,5SPR,6228 MAIN ST,SPR,MEDICAL RESPONSE,2025-03-24
25076109,MTRO,16:19:07,4EUG,647 POLK ST,EUG,MEDICAL RESPONSE,2025-03-24
25076112,MTRO,16:27:03,4EUG,1400 VALLEY RIVER DR,EUG,MEDICAL RESPONSE,2025-03-24
25076114,MTRO,16:27:32,4EUG,1320 WASHINGTON ALY,EUG,MEDICAL RESPONSE,2025-03-24
25076128,MTRO,16:40:36,4LFU,881 SILVER LN,EUG,MEDICAL RESPONSE,2025-03-24
25076131,MTRO,16:44:36,4EUG,4060 W AMAZON DR,EUG,MEDICAL RESPONSE,2025-03-24
25076142,MTRO,16:56:38,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076157,RFD,17:11:43,6SOL,31824 COTTAGE GROVE LORANE RD,COT,MEDICAL RESPONSE,2025-03-24
25076167,MTRO,17:19:45,4EUG,941 W 7TH AVE,EUG,ASSIST POLICE,2025-03-24
25076174,RFD,17:27:33,5LWF,221 N PIONEER ST,LOW,MEDICAL RESPONSE,2025-03-24
25076176,MTRO,17:27:33,5LWF,221 N PIONEER ST,LOW,MEDICAL RESPONSE,2025-03-24
25076173,MTRO,17:28:26,4EUG,201 COBURG RD,EUG,MEDICAL RESPONSE,2025-03-24
25076177,MTRO,17:32:14,4EUG,W 6TH ALY/MADISON ST,EUG,MEDICAL RESPONSE,2025-03-24
25076182,MTRO,17:38:24,4EUG,600 WATERFORD WAY,EUG,MEDICAL RESPONSE,2025-03-24
25076187,MTRO,17:43:22,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-03-24
25076192,MTRO,17:46:17,5SPR,1471 MOHAWK BLVD,SPR,MEDICAL RESPONSE,2025-03-24
25076203,MTRO,17:53:40,4EUG,4550 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076202,MTRO,17:54:29,4EUG,642 LINCOLN ST,EUG,MEDICAL RESPONSE,2025-03-24
25076205,MTRO,17:54:59,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2025-03-24
25076208,MTRO,17:57:44,4EUG,55 W 39TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076209,MTRO,18:00:14,4EUG,777 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076215,MTRO,18:04:22,4EUG,2466 FRIENDLY ST,EUG,MEDICAL RESPONSE,2025-03-24
25076227,MTRO,18:16:22,5SPR,767 LOCHAVEN AVE,SPR,MEDICAL RESPONSE,2025-03-24
25076229,RFD,18:18:16,8JCF,48 E 18TH AVE,JUN,ASSIST POLICE,2025-03-24
25076226,MTRO,18:18:27,5SPR,3105 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-03-24
25076244,RFD,18:30:03,4EUG,1735 W 2ND AVE,EUG,INFORMATION - FIRE DEPT,2025-03-24
25076243,RFD,18:30:59,6SOL,845 GATEWAY BLVD,COT,VEHICLE/PEDESTRIAN CRASH,2025-03-24
25076247,MTRO,18:36:36,5SPR,5369 B ST,SPR,MEDICAL RESPONSE,2025-03-24
25076252,MTRO,18:42:48,4EUG,2360 CHAMBERS ST,EUG,MEDICAL RESPONSE,2025-03-24
25076256,RFD,18:45:16,6SOL,84175 N PACIFIC HWY,CRE,MINOR STRUCTURE FIRE,2025-03-24
25076260,RFD,18:49:48,6SOL,HWY 99/ADLER LN,CRE,HOUSE FIRE,2025-03-24
25076261,MTRO,18:50:42,4EUG,4720 CENTER WAY,EUG,MEDICAL RESPONSE,2025-03-24
25076269,RFD,18:53:54,5CBF,MCKENZIE VIEW DR/MP02,EUG,ASSIST POLICE,2025-03-24
25076273,MTRO,18:53:55,5CBF,MCKENZIE VIEW DR/MP02,EUG,ASSIST POLICE,2025-03-24
25076271,MTRO,18:56:34,4EUG,3135 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076259,RFD,18:57:50,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-03-24
25076287,MTRO,19:04:15,5SPR,S A ST/FRANKLIN BLVD,SPR,ASSIST POLICE,2025-03-24
25076290,RFD,19:12:48,6SOL,1848 HARVEY RD,COT,MEDICAL RESPONSE,2025-03-24
25076295,MTRO,19:16:17,4EUG,3570 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076298,RFD,19:17:01,8LFA,25516 E HUNTER RD,VEN,MEDICAL RESPONSE,2025-03-24
25076296,MTRO,19:18:09,4EUG,1185 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076306,MTRO,19:26:08,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2025-03-24
25076310,MTRO,19:33:09,4EUG,1159 PEASCOD DR,EUG,MEDICAL RESPONSE,2025-03-24
25076316,MTRO,19:35:09,5SPR,2368 CLEAR VUE LN,SPR,MEDICAL RESPONSE,2025-03-24
25076326,RFD,19:45:13,4LFA,86465 N MODESTO DR,EUG,MEDICAL RESPONSE,2025-03-24
25076328,MTRO,19:45:14,4LFA,86465 N MODESTO DR,EUG,MEDICAL RESPONSE,2025-03-24
25076325,RFD,19:48:16,8LFA,28191 BODENHAMER RD,EUG,RECKLESS BURNING,2025-03-24
25076335,MTRO,19:54:05,5SPR,1230 N ST,SPR,MEDICAL RESPONSE,2025-03-24
25076349,MTRO,20:06:28,4EUG,5545 EDNA WAY,EUG,"GAS LEAK, HOUSE",2025-03-24
25076357,RFD,20:10:47,8LFA,87906 OAK ISLAND DR,VEN,MEDICAL RESPONSE,2025-03-24
25076363,MTRO,20:18:07,4EUG,4145 HENRY CT,EUG,MEDICAL RESPONSE,2025-03-24
25076368,MTRO,20:26:47,4EUG,340 TAYLOR ST,EUG,MEDICAL RESPONSE,2025-03-24
25076375,MTRO,20:34:43,5SPR,2810 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-03-24
25076377,MTRO,20:37:54,4EUG,1332 OAK PATCH RD,EUG,MEDICAL RESPONSE,2025-03-24
25076381,MTRO,20:44:15,4EUG,3819 MIRROR POND WAY,EUG,MEDICAL RESPONSE,2025-03-24
25076387,RFD,20:54:16,8LFA,24463 BUTLER RD,ELM,MEDICAL RESPONSE,2025-03-24
25076389,MTRO,20:57:35,5SPR,2470 PHEASANT BLVD,SPR,MEDICAL RESPONSE,2025-03-24
25076391,MTRO,21:01:30,5SPR,2420 PHEASANT BLVD,SPR,TRASH BIN FIRE,2025-03-24
25076425,RFD,21:50:59,8LFA,29999 HALLETT ST,EUG,MEDICAL RESPONSE,2025-03-24
25076427,MTRO,21:57:15,4EUG,2984 OAK ST,EUG,MEDICAL RESPONSE,2025-03-24
25076429,MTRO,22:00:36,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076430,RFD,22:01:00,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2025-03-24
25076448,RFD,22:24:19,6LOF,79847 TERRITORIAL HWY,LOR,MEDICAL RESPONSE,2025-03-24
25076409,MTRO,22:26:28,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-03-24
25076459,RFD,22:41:01,8JCF,475 E 9TH AVE,JUN,MEDICAL RESPONSE,2025-03-24
25076460,MTRO,22:42:02,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076464,MTRO,22:44:37,5SPR,611 CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2025-03-24
25076472,MTRO,22:54:41,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2025-03-24
25076474,MTRO,22:55:34,4EUG,1661 PEARL ST,EUG,FIRE APARTMENT,2025-03-24
25076479,MTRO,22:58:28,4EUG,2300 WARREN ST,EUG,MEDICAL RESPONSE,2025-03-24
25076493,MTRO,23:07:39,4LFU,3631 SCENIC DR,EUG,MEDICAL RESPONSE,2025-03-24
25076494,MTRO,23:09:06,4EUG,931 W 7TH AVE,EUG,ASSIST CAHOOTS,2025-03-24
25076490,MTRO,23:12:50,4EUG,E 19TH AVE/OAK ST,EUG,OUTSIDE GAS LEAK,2025-03-24
25076487,MTRO,23:17:20,5SPR,240 W K ST,SPR,MEDICAL RESPONSE,2025-03-24
25076508,MTRO,23:27:32,4EUG,1775 MILO WAY,EUG,MEDICAL RESPONSE,2025-03-24
25076517,MTRO,23:46:00,4EUG,975 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-03-24
25076529,RFD,23:57:40,6SOL,233 E HARRISON AVE,COT,MEDICAL RESPONSE,2025-03-24
25076533,MTRO,00:08:11,4EUG,1190 W 6TH AVE,EUG,FIRE APARTMENT,2025-03-25
25076536,MTRO,00:18:51,4EUG,MARTIN LUTHER KING JR BLVD/COBURG RD,EUG,RECKLESS BURNING,2025-03-25
25076546,MTRO,00:26:18,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-03-25
25076556,MTRO,00:38:13,4EUG,609 W 16TH AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076564,MTRO,00:51:42,4EUG,4103 DOVE LN,EUG,MEDICAL RESPONSE,2025-03-25
25076586,MTRO,02:07:04,4EUG,335 W 11TH AVE,EUG,ASSIST POLICE,2025-03-25
25076587,MTRO,02:14:30,4EUG,2259 DONOVAN DR,EUG,MEDICAL RESPONSE,2025-03-25
25076589,MTRO,02:15:07,4EUG,6030 GEYSER PEAK PL,EUG,MEDICAL RESPONSE,2025-03-25
25076590,MTRO,02:19:49,5SPR,1725 5TH ST,SPR,MEDICAL RESPONSE,2025-03-25
25076591,RFD,02:21:30,6SOL,400 E MAIN ST,COT,ASSIST POLICE,2025-03-25
25076599,MTRO,02:42:17,5SPR,19265 I5 NB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-25
25076606,MTRO,02:46:35,4LFU,127 TERRA LINDA AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076603,RFD,02:46:36,4LFU,127 TERRA LINDA AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076604,RFD,02:47:24,8LFA,89415 TERRITORIAL HWY,ELM,MEDICAL RESPONSE,2025-03-25
25076625,MTRO,04:09:07,5SPR,856 S 32ND PL,SPR,MEDICAL RESPONSE,2025-03-25
25076627,MTRO,04:25:04,4EUG,5320 FOX HOLLOW RD,EUG,FIRE ALARM,2025-03-25
25076631,RFD,04:38:04,5PGG,18833 I5 SB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-25
25076634,MTRO,04:38:05,5PGG,18833 I5 SB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-25
25076637,MTRO,04:42:07,4EUG,W 2ND AVE/GARFIELD ST,EUG,MEDICAL RESPONSE,2025-03-25
25076641,MTRO,04:58:25,4EUG,3355 N DELTA HWY,EUG,MEDICAL RESPONSE,2025-03-25
25076645,MTRO,05:09:02,4EUG,2280 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2025-03-25
25076648,MTRO,05:24:31,5SPR,1460 G ST,SPR,MEDICAL RESPONSE,2025-03-25
25076652,MTRO,05:56:46,4EUG,1672 WILSON ST,EUG,MEDICAL RESPONSE,2025-03-25
25076661,MTRO,06:28:34,4EUG,WILKES DR/BANNER ST,EUG,UNKNOWN TYPE FIRE,2025-03-25
25076663,MTRO,06:29:46,5SPR,4221 MAIN ST,SPR,STRUCTURE FIRE,2025-03-25
25076671,MTRO,06:52:05,4EUG,N GAME FARM RD/OLD COBURG RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-03-25
25076675,RFD,06:55:06,8LFA,1065 SANBORN AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076679,MTRO,07:02:22,5SPR,4124 MAIN ST,SPR,MEDICAL RESPONSE,2025-03-25
25076680,MTRO,07:03:37,5SPR,520 HARLOW RD,SPR,MEDICAL RESPONSE,2025-03-25
25076681,MTRO,07:08:22,5SPR,889 OAKDALE AVE,SPR,MEDICAL RESPONSE,2025-03-25
25076685,MTRO,07:10:51,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2025-03-25
25076692,MTRO,07:15:34,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-03-25
25076695,MTRO,07:24:05,4EUG,2944 MCKENDRICK ST,EUG,MEDICAL RESPONSE,2025-03-25
25076719,MTRO,08:01:06,4EUG,2165 ELYSIUM AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076746,MTRO,08:24:27,5SPR,885 OAKDALE AVE,SPR,MEDICAL RESPONSE,2025-03-25
25076752,MTRO,08:30:49,4EUG,3573 KEVINGTON AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076757,MTRO,08:37:07,4EUG,2030 DEVOS ST,EUG,MEDICAL RESPONSE,2025-03-25
25076767,MTRO,08:45:36,4EUG,3577 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076772,MTRO,08:54:17,4RIR,1567 GROVE ST,EUG,MEDICAL RESPONSE,2025-03-25
25076773,RFD,08:56:32,5UMF,55433 MCKENZIE HWY,BLU,MEDICAL RESPONSE,2025-03-25
25076776,MTRO,08:56:33,5UMF,55433 MCKENZIE HWY,BLU,MEDICAL RESPONSE,2025-03-25
25076783,RFD,09:10:09,8HAF,552 N 6TH ST,HAR,MEDICAL RESPONSE,2025-03-25
25076788,MTRO,09:16:50,4EUG,1080 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-03-25
25076790,MTRO,09:19:02,4EUG,1488 OAK ST,EUG,MEDICAL RESPONSE,2025-03-25
25076792,RFD,09:23:20,8LFA,90738 PRAIRIE RD,EUG,MEDICAL RESPONSE,2025-03-25
25076795,RFD,09:33:11,6SOL,175 E OREGON AVE,CRE,MEDICAL RESPONSE,2025-03-25
25076802,RFD,09:37:54,8LFA,24003 SUTTLE RD,VEN,MEDICAL RESPONSE,2025-03-25
25076819,MTRO,10:01:46,5SPR,3480 HUTTON ST,SPR,MEDICAL RESPONSE,2025-03-25
25076831,MTRO,10:14:41,4EUG,2850 PEARL ST,EUG,MEDICAL RESPONSE,2025-03-25
25076838,MTRO,10:21:28,5SPR,552 S 67TH PL,SPR,MEDICAL RESPONSE,2025-03-25
25076852,MTRO,10:30:16,4EUG,2280 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2025-03-25
25076856,MTRO,10:31:55,4EUG,2429 PRIMROSE ST,EUG,MEDICAL RESPONSE,2025-03-25
25076859,RFD,10:35:17,8JCF,1225 W 10TH AVE,JUN,MEDICAL RESPONSE,2025-03-25
25076860,MTRO,10:37:20,4EUG,2525 PORTLAND ST,EUG,MEDICAL RESPONSE,2025-03-25
25076872,MTRO,10:51:24,4EUG,555 COUNTRY CLUB RD,EUG,LIFT ASSIST,2025-03-25
25076874,RFD,10:51:35,6SOL,515 GRANT AVE,COT,MEDICAL RESPONSE,2025-03-25
25076878,MTRO,10:58:52,4EUG,1654 ARTHUR ST,EUG,MEDICAL RESPONSE,2025-03-25
25076882,MTRO,10:59:42,4EUG,641 KENMORE ST,EUG,MEDICAL RESPONSE,2025-03-25
25076886,MTRO,11:02:45,5SPR,2280 MARCOLA RD,SPR,MEDICAL RESPONSE,2025-03-25
25076893,MTRO,11:06:59,5SPR,3535 GAME FARM RD,SPR,MEDICAL RESPONSE,2025-03-25
25076903,MTRO,11:20:36,4EUG,1400 CANDLELIGHT DR,EUG,MEDICAL RESPONSE,2025-03-25
25076914,RFD,11:33:33,5MKF,49755 MCKENZIE HWY,VID,MEDICAL RESPONSE,2025-03-25
25076917,MTRO,11:33:33,5MKF,49755 MCKENZIE HWY,VID,MEDICAL RESPONSE,2025-03-25
25076916,MTRO,11:34:21,5SPR,3333 RIVERBEND DR,SPR,FIRE ALARM,2025-03-25
25076921,RFD,11:38:42,4EUG,456 NAISMITH BLVD,EUG,MEDICAL RESPONSE,2025-03-25
25076923,MTRO,11:48:59,5SPR,961 20TH ST,SPR,MEDICAL RESPONSE,2025-03-25
25076930,MTRO,11:54:35,4EUG,456 NAISMITH BLVD,EUG,MEDICAL RESPONSE,2025-03-25
25076938,MTRO,12:05:06,5SPR,1955 3RD ST,SPR,MEDICAL RESPONSE,2025-03-25
25076941,RFD,12:06:29,8JCF,1530 DEAL ST,JUN,MEDICAL RESPONSE,2025-03-25
25076939,RFD,12:07:13,8LFA,89197 POODLE CREEK RD,NOT,MEDICAL RESPONSE,2025-03-25
25076943,MTRO,12:10:06,4EUG,4705 JESSEN DR,EUG,MEDICAL RESPONSE,2025-03-25
25076946,RFD,12:12:49,8LFA,26360 VALLEY VIEW DR,CHE,MEDICAL RESPONSE,2025-03-25
25076949,MTRO,12:16:13,4EUG,270 W 8TH AVE,EUG,MEDICAL RESPONSE,2025-03-25
25076961,MTRO,12:26:37,5SPR,2445 BEVERLY ST,SPR,MEDICAL RESPONSE,2025-03-25
