Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
24078421,MTRO,05:38:58,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-25
24078433,MTRO,06:23:59,4EUG,3282 TIMBERLINE DR,EUG,MEDICAL RESPONSE,2024-03-25
24078476,MTRO,07:45:43,4LFU,190 FERNDALE DR,EUG,MEDICAL RESPONSE,2024-03-25
24078481,MTRO,07:56:53,4EUG,1767 HEATH DR,EUG,MEDICAL RESPONSE,2024-03-25
24078493,RFD,08:06:51,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2024-03-25
24078492,MTRO,08:07:31,4EUG,1065 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078518,MTRO,08:41:13,4EUG,605 W 4TH AVE,EUG,VEHICLE FIRE,2024-03-25
24078516,MTRO,08:41:59,4EUG,2739 JEPPESEN ACRES RD,EUG,MEDICAL RESPONSE,2024-03-25
24078537,MTRO,09:04:02,4EUG,66 E 6TH AVE,EUG,FIRE ALARM,2024-03-25
24078545,MTRO,09:14:14,4EUG,382 NURSERY CT,EUG,MEDICAL RESPONSE,2024-03-25
24078550,MTRO,09:22:59,4EUG,1665 OAK PATCH RD,EUG,MEDICAL RESPONSE,2024-03-25
24078561,MTRO,09:38:21,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-25
24078575,MTRO,09:58:08,4EUG,1190 TAFT ST,EUG,ASSIST POLICE,2024-03-25
24078577,MTRO,10:02:19,4EUG,2940 CRESCENT AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078592,MTRO,10:19:01,4EUG,400 E 19TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078603,MTRO,10:36:15,4EUG,314 VAN DUYN ST,EUG,MEDICAL RESPONSE,2024-03-25
24078620,MTRO,10:51:44,4EUG,323 E 12TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078619,MTRO,10:52:34,4EUG,3328 HAWTHORNE AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078653,MTRO,11:36:21,4EUG,2170 W 16TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078655,MTRO,11:41:01,4EUG,3753 WESTLEIGH ST,EUG,MEDICAL RESPONSE,2024-03-25
24078664,MTRO,11:52:55,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078684,MTRO,12:18:07,4EUG,2085 CHURCHILL ST,EUG,MEDICAL RESPONSE,2024-03-25
24078689,MTRO,12:29:40,4EUG,1333 OAK PATCH RD,EUG,MEDICAL RESPONSE,2024-03-25
24078694,MTRO,12:32:31,4EUG,1015 RANDALL ST,EUG,MEDICAL RESPONSE,2024-03-25
24078696,MTRO,12:36:18,4EUG,3800 WESTLEIGH ST,EUG,MEDICAL RESPONSE,2024-03-25
24078697,MTRO,12:37:55,4EUG,1201 MCLEAN BLVD,EUG,MEDICAL RESPONSE,2024-03-25
24078699,MTRO,12:39:55,4EUG,650 SWEET GUM LN,EUG,MEDICAL RESPONSE,2024-03-25
24078757,MTRO,13:47:27,4EUG,E 24TH AVE/AMAZON PKWY,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078776,MTRO,14:05:02,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-25
24078781,MTRO,14:09:55,4EUG,E 24TH AVE/AMAZON PKWY,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078789,MTRO,14:16:02,4EUG,3825 JANISSE ST,EUG,MEDICAL RESPONSE,2024-03-25
24078794,MTRO,14:20:11,4EUG,4055 ROYAL AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078815,MTRO,14:38:59,4EUG,1236 ELLSWORTH ST,EUG,MEDICAL RESPONSE,2024-03-25
24078828,MTRO,14:53:35,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-25
24078845,MTRO,15:13:31,4EUG,1775 W 12TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078854,MTRO,15:24:05,4EUG,550 PEARL ST,EUG,MEDICAL RESPONSE,2024-03-25
24078859,MTRO,15:28:34,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078863,MTRO,15:35:45,4EUG,UNIVERSITY ST/E 13TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078864,MTRO,15:36:40,4EUG,1312 CITY VIEW ST,EUG,MEDICAL RESPONSE,2024-03-25
24078878,RFD,15:49:50,5PGG,FRANKLIN BLVD/E 30TH AVE,EUG,SUBJECT DOWN,2024-03-25
24078885,MTRO,15:55:47,4EUG,1201 MCLEAN BLVD,EUG,MEDICAL RESPONSE,2024-03-25
24078895,MTRO,16:07:53,4RIR,720 PARK AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078897,MTRO,16:09:13,4EUG,2710 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-03-25
24078933,MTRO,16:54:44,4EUG,3360 OXBOW WAY,EUG,MEDICAL RESPONSE,2024-03-25
24078935,MTRO,16:56:38,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-03-25
24078938,MTRO,17:02:50,4EUG,780 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-25
24078945,MTRO,17:05:17,4RIR,111 ARBOR DR,EUG,MEDICAL RESPONSE,2024-03-25
24078954,MTRO,17:22:17,4EUG,W 6TH AVE/POLK ST,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078961,RFD,17:25:47,4LFA,MCBETH RD/SVARVERUD RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078963,MTRO,17:25:48,4LFA,MCBETH RD/SVARVERUD RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078965,MTRO,17:32:44,4EUG,2588 RIDGEMONT DR,EUG,MEDICAL RESPONSE,2024-03-25
24078969,MTRO,17:35:47,4EUG,1201 MCLEAN BLVD,EUG,MEDICAL RESPONSE,2024-03-25
24078973,MTRO,17:40:22,4EUG,1002-BLK GRANT ST,EUG,MEDICAL RESPONSE,2024-03-25
24078979,MTRO,17:46:06,4EUG,BAILEY HILL RD/W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078982,MTRO,17:52:46,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-25
24078984,MTRO,17:54:34,4EUG,1435 E BRIARCLIFF LN,EUG,MEDICAL RESPONSE,2024-03-25
24078996,MTRO,18:10:54,4EUG,360 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079011,MTRO,18:31:28,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-03-25
24079012,MTRO,18:32:01,4EUG,4582 CAMBON ST,EUG,MEDICAL RESPONSE,2024-03-25
24079022,MTRO,18:51:20,4EUG,1190 CITY VIEW ST,EUG,MEDICAL RESPONSE,2024-03-25
24079028,MTRO,19:02:15,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-03-25
24079029,MTRO,19:04:38,4EUG,2010 LAKE SHORE DR,EUG,MEDICAL RESPONSE,2024-03-25
24079033,MTRO,19:09:51,4EUG,76 W 29TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079039,MTRO,19:13:31,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079044,MTRO,19:20:09,4EUG,1805 GARDEN AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079045,MTRO,19:22:17,4EUG,3451 VAN BUREN ST,EUG,MEDICAL RESPONSE,2024-03-25
24079055,MTRO,19:32:01,4LFU,4747 WENDOVER ST,EUG,MEDICAL RESPONSE,2024-03-25
24079078,RFD,20:07:46,4LFU,3015 DALEWOOD ST,EUG,MEDICAL RESPONSE,2024-03-25
24079081,MTRO,20:07:46,4LFU,3015 DALEWOOD ST,EUG,MEDICAL RESPONSE,2024-03-25
24079083,MTRO,20:11:43,4EUG,2085 NORWOOD ST,EUG,MEDICAL RESPONSE,2024-03-25
24079095,RFD,20:21:25,4EUG,2465 LANSDOWN RD,EUG,MEDICAL RESPONSE,2024-03-25
24079098,MTRO,20:26:01,4EUG,5494 ANDREA AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079107,RFD,20:43:15,4LFU,3225 TILDEN ST,EUG,MEDICAL RESPONSE,2024-03-25
24079112,RFD,20:46:48,4EUG,732 IMPALA AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079110,MTRO,20:46:49,4EUG,732 IMPALA AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079111,MTRO,20:53:46,4WLE,3850 COUNTY FARM RD,EUG,ILLEGAL BURNING,2024-03-25
24079118,MTRO,20:58:11,4EUG,2300 WARREN ST,EUG,MEDICAL RESPONSE,2024-03-25
24079137,MTRO,21:33:39,4EUG,1459 CITY VIEW ST,EUG,DROWNING,2024-03-25
24079138,MTRO,21:34:29,4EUG,2392 WILSON DR,EUG,MEDICAL RESPONSE,2024-03-25
24079152,MTRO,21:55:32,4EUG,2360 CHAMBERS ST,EUG,MEDICAL RESPONSE,2024-03-25
24079157,MTRO,22:19:20,4EUG,2664 ARNOLD AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079179,MTRO,22:52:35,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2024-03-25
24079188,MTRO,23:09:55,4EUG,4415 PEARL ST,EUG,MEDICAL RESPONSE,2024-03-25
24079195,MTRO,23:25:00,4EUG,1150 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079202,MTRO,23:41:55,4EUG,SENECA RD/N SENECA RD,EUG,ACCIDENT BIKE,2024-03-25
24079227,MTRO,00:30:59,4EUG,101 W 5TH AVE,EUG,ASSIST POLICE,2024-03-26
24079231,RFD,00:33:29,8LFA,87424 HALDERSON RD,EUG,MEDICAL RESPONSE,2024-03-26
24079235,MTRO,00:38:42,4EUG,1800 LAKEWOOD CT,EUG,MEDICAL RESPONSE,2024-03-26
24079243,MTRO,01:15:10,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-26
24079248,MTRO,01:17:05,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2024-03-26
24079263,MTRO,01:40:03,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079266,MTRO,01:55:13,4RIR,310 HATTON AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079271,MTRO,02:07:57,4EUG,BARGER DR/PRIMROSE ST,EUG,ASSAULT WITH INJURY,2024-03-26
24079271,MTRO,02:07:57,4EUG,BARGER DR/PRIMROSE ST,EUG,MEDICAL RESPONSE,2024-03-26
24079280,MTRO,02:41:37,4EUG,1825 HARRIS ST,EUG,MEDICAL RESPONSE,2024-03-26
24079283,MTRO,02:44:47,4EUG,579 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079291,MTRO,03:01:19,4EUG,605 W 4TH AVE,EUG,ASSIST CAHOOTS,2024-03-26
24079292,MTRO,03:03:45,4EUG,1071 FAIRFIELD AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079305,MTRO,03:57:56,4EUG,1970 PARLIAMENT ST,EUG,MEDICAL RESPONSE,2024-03-26
24079306,MTRO,04:29:00,4EUG,99 E BROADWAY,EUG,TRASH BIN FIRE,2024-03-26
24079311,MTRO,04:32:00,4EUG,1982 LAKE ISLE DR,EUG,MEDICAL RESPONSE,2024-03-26
24079326,MTRO,06:47:16,4EUG,3323 FILLMORE ST,EUG,MEDICAL RESPONSE,2024-03-26
24079332,MTRO,07:00:38,4EUG,1009 PATTERSON ST,EUG,FIRE ALARM,2024-03-26
24079335,MTRO,07:10:42,4EUG,1221 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079349,MTRO,07:47:04,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-03-26
24079352,MTRO,07:52:12,4LFU,331 LIMERICK AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079357,MTRO,08:02:31,4EUG,2505 JEPPESEN ACRES RD,EUG,MEDICAL RESPONSE,2024-03-26
24079365,RFD,08:12:02,4LFA,29768 LUSK RD,EUG,MEDICAL RESPONSE,2024-03-26
24079368,MTRO,08:12:02,4LFA,29768 LUSK RD,EUG,MEDICAL RESPONSE,2024-03-26
24079376,MTRO,08:25:00,4EUG,4675 GOODPASTURE LP,EUG,MEDICAL RESPONSE,2024-03-26
24079377,MTRO,08:25:44,4EUG,1552 HAPPY LN,EUG,MEDICAL RESPONSE,2024-03-26
24079381,MTRO,08:27:26,4EUG,178 COMMONS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079386,MTRO,08:38:57,4EUG,2682 MADISON ST,EUG,MEDICAL RESPONSE,2024-03-26
24079416,MTRO,09:15:45,4EUG,2762 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-03-26
24079418,MTRO,09:16:59,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-26
24079423,MTRO,09:21:55,5SPR,3005 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079425,MTRO,09:24:26,5GLW,3998 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079432,MTRO,09:35:05,4EUG,4742 HONEYCOMB DR,EUG,CARBON MONOXIDE ALARM,2024-03-26
24079444,MTRO,09:52:08,4EUG,1400 VALLEY RIVER DR,EUG,MEDICAL RESPONSE,2024-03-26
24079448,MTRO,09:56:19,4EUG,2137 EASTWOOD LN,EUG,MEDICAL RESPONSE,2024-03-26
24079449,MTRO,09:58:40,4EUG,10 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079454,MTRO,10:03:48,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2024-03-26
24079460,MTRO,10:09:10,4EUG,1835 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079467,MTRO,10:13:39,4LFU,2056 N PARK AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079476,MTRO,10:25:58,4EUG,199 W 8TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079477,MTRO,10:29:04,4EUG,S GARDEN WAY/COMMONS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079488,MTRO,10:36:07,4EUG,5030 W PORT ST,EUG,MEDICAL RESPONSE,2024-03-26
24079490,MTRO,10:41:18,4EUG,4127 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079508,MTRO,11:04:42,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-03-26
24079516,MTRO,11:11:02,4EUG,4857 LARKWOOD ST,EUG,MEDICAL RESPONSE,2024-03-26
24079548,RFD,11:53:00,4EUG,90 HOYT AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079542,MTRO,11:53:00,4EUG,90 HOYT AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079551,MTRO,11:57:38,4EUG,1748 POLK ST,EUG,MEDICAL RESPONSE,2024-03-26
24079553,RFD,11:57:51,4EUG,1748 POLK ST,EUG,MEDICAL RESPONSE,2024-03-26
24079565,MTRO,12:13:05,4EUG,4060 W AMAZON DR,EUG,MEDICAL RESPONSE,2024-03-26
24079569,MTRO,12:23:07,4EUG,1656 W BROADWAY,EUG,MEDICAL RESPONSE,2024-03-26
24079577,MTRO,12:29:05,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079590,MTRO,12:44:02,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-26
24079596,MTRO,12:47:26,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079600,MTRO,12:54:54,4EUG,1875 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079611,MTRO,13:07:06,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-03-26
24079617,MTRO,13:15:01,4EUG,111 SHELTON MCMURPHEY BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079638,MTRO,13:35:06,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079640,MTRO,13:36:23,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079659,MTRO,13:56:53,4EUG,227 CHIMNEY ROCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079662,RFD,13:56:53,4EUG,227 CHIMNEY ROCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079665,MTRO,14:04:30,4EUG,2343 DALE AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079669,MTRO,14:07:59,4EUG,1675 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079683,MTRO,14:22:29,4EUG,317 SPYGLASS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079684,MTRO,14:23:50,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2024-03-26
24079688,MTRO,14:28:42,4EUG,1400 CANDLELIGHT DR,EUG,MEDICAL RESPONSE,2024-03-26
24079714,MTRO,14:53:57,4LFU,3086 MEMORY LN,EUG,MEDICAL RESPONSE,2024-03-26
24079712,RFD,14:53:58,4LFU,3086 MEMORY LN,EUG,MEDICAL RESPONSE,2024-03-26
24079743,MTRO,15:26:55,4EUG,1027 GAS LAMP ST,EUG,MEDICAL RESPONSE,2024-03-26
24079744,MTRO,15:27:26,4EUG,655 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-03-26
24079753,MTRO,15:39:49,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-26
24079757,MTRO,15:43:01,4EUG,50 KOURT DR,EUG,ASSIST POLICE,2024-03-26
24079764,MTRO,15:48:38,4EUG,201 RIVER AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079759,MTRO,15:50:50,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-26
24079774,MTRO,15:59:11,4EUG,E 13TH AVE/HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-26
24079775,MTRO,16:00:32,4WLE,3950 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079785,MTRO,16:03:42,4EUG,1525 ECHO HOLLOW RD,EUG,FIRE ALARM,2024-03-26
24079784,MTRO,16:04:25,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079797,MTRO,16:18:38,4EUG,299 E 11TH AVE,EUG,SMOKE FROM A STRUCTURE,2024-03-26
24079799,MTRO,16:21:57,4EUG,1195 CITY VIEW ST,EUG,MEDICAL RESPONSE,2024-03-26
