Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
25049202,MTRO,09:26:32,5PGG,34666 DEVONSHIRE DR,EUG,MEDICAL RESPONSE,2025-02-24
25049208,RFD,09:34:41,4LFU,2490 CANTERBURY ST,EUG,MEDICAL RESPONSE,2025-02-24
25049211,MTRO,09:34:42,4LFU,2490 CANTERBURY ST,EUG,MEDICAL RESPONSE,2025-02-24
25049216,MTRO,09:43:49,4EUG,4131 W 18TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049237,MTRO,10:04:13,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2025-02-24
25049259,MTRO,10:36:56,4EUG,2840 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-02-24
25049271,MTRO,10:48:05,4EUG,2030 LAKELAND WAY,EUG,MEDICAL RESPONSE,2025-02-24
25049276,MTRO,10:51:25,4EUG,951 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049277,MTRO,10:53:42,4EUG,590 THRONE DR,EUG,MEDICAL RESPONSE,2025-02-24
25049287,MTRO,11:03:40,4EUG,1201 OLD CAMPUS LN,EUG,RESCUE OPERATION,2025-02-24
25049294,MTRO,11:12:19,4EUG,1262 CALVIN ST,EUG,ELECTRICAL PROBLEM,2025-02-24
25049314,MTRO,11:23:58,4EUG,E 26TH AVE/WILLAMETTE ST,EUG,MOTOR VEH ACC INJURY,2025-02-24
25049333,MTRO,11:35:29,4EUG,2828 CHAD DR,EUG,MEDICAL RESPONSE,2025-02-24
25049338,MTRO,11:40:09,4EUG,687 CHESHIRE AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049337,MTRO,11:40:36,4EUG,1590 E 13TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049346,RFD,11:44:44,4LFA,FOX HOLLOW RD/DERBYSHIRE LN,EUG,DOWN LINE,2025-02-24
25049351,MTRO,11:48:35,5SPR,3752 E 22ND AVE,EUG,VEHICLE/PEDESTRIAN CRASH,2025-02-24
25049360,MTRO,11:53:50,4EUG,448 W 3RD AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049375,MTRO,12:12:48,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-02-24
25049380,MTRO,12:13:19,4EUG,COBURG RD/OAKMONT WAY,EUG,MOTOR VEH ACC NO INJURY,2025-02-24
25049394,MTRO,12:26:00,4EUG,3800 WESTLEIGH ST,EUG,MEDICAL RESPONSE,2025-02-24
25049395,MTRO,12:27:45,4EUG,3915 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-24
25049393,MTRO,12:28:12,4EUG,E 10TH AVE/OAK ST,EUG,MEDICAL RESPONSE,2025-02-24
25049402,RFD,12:32:52,4LFA,LORANE HWY/TERRITORIAL HWY,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-24
25049405,MTRO,12:32:53,4LFA,LORANE HWY/TERRITORIAL HWY,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-24
25049428,MTRO,13:00:34,4EUG,1071 FAIRFIELD AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049430,MTRO,13:04:11,4EUG,600 WATERFORD WAY,EUG,MEDICAL RESPONSE,2025-02-24
25049438,MTRO,13:11:12,4EUG,687 CHESHIRE AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049452,MTRO,13:27:23,4EUG,1776 MILLRACE DR,EUG,ASSIST POLICE,2025-02-24
25049458,MTRO,13:32:32,4EUG,4310 W 5TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049462,MTRO,13:35:08,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2025-02-24
25049478,MTRO,13:54:43,4EUG,2592 CUBIT ST,EUG,MEDICAL RESPONSE,2025-02-24
25049483,MTRO,14:05:04,4EUG,UNIVERSITY ST/E 15TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049490,MTRO,14:05:36,4EUG,600 WATERFORD WAY,EUG,MEDICAL RESPONSE,2025-02-24
25049489,MTRO,14:06:15,4EUG,2512 MELROSE LP,EUG,MEDICAL RESPONSE,2025-02-24
25049491,MTRO,14:07:24,4EUG,2443 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-02-24
25049495,MTRO,14:09:54,4EUG,1160 CAL YOUNG RD,EUG,ASSIST POLICE,2025-02-24
25049509,MTRO,14:24:30,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2025-02-24
25049510,MTRO,14:25:26,4EUG,3974 PAM ST,EUG,MEDICAL RESPONSE,2025-02-24
25049531,MTRO,14:42:07,4EUG,2079 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-24
25049546,MTRO,14:58:54,4EUG,3321 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049549,MTRO,15:00:03,4EUG,689 E 19TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049545,MTRO,15:00:38,4EUG,W 6TH AVE/JEFFERSON ST,EUG,MEDICAL RESPONSE,2025-02-24
25049557,MTRO,15:06:09,4EUG,1927 HEITZMAN WAY,EUG,MEDICAL RESPONSE,2025-02-24
25049566,MTRO,15:13:38,5SPR,1625 HENDERSON AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049571,MTRO,15:15:59,4EUG,433 BELTLINE WB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-24
25049577,MTRO,15:19:12,4EUG,520 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-02-24
25049623,RFD,15:57:54,4EUG,2924 STARK ST,EUG,MEDICAL RESPONSE,2025-02-24
25049621,MTRO,15:57:55,4EUG,2924 STARK ST,EUG,MEDICAL RESPONSE,2025-02-24
25049630,RFD,16:11:04,4LFU,BEACON DR/DANIEL DR,EUG,DOWN LINE,2025-02-24
25049635,MTRO,16:13:52,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-02-24
25049663,MTRO,16:34:40,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2025-02-24
25049667,MTRO,16:38:08,4EUG,76 W 29TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049677,MTRO,16:46:12,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-02-24
25049683,MTRO,16:53:24,4EUG,2925 OLIVE ST,EUG,MEDICAL RESPONSE,2025-02-24
25049690,MTRO,17:01:18,4EUG,564 N DANEBO AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049693,MTRO,17:14:24,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049706,MTRO,17:20:42,4EUG,325 I105 EB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-24
25049711,MTRO,17:24:41,4EUG,2831 APPLEWOOD LN,EUG,MEDICAL RESPONSE,2025-02-24
25049717,MTRO,17:33:31,4EUG,2143 W 12TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049720,MTRO,17:38:03,4EUG,3594 KENDRA ST,EUG,MEDICAL RESPONSE,2025-02-24
25049727,MTRO,17:41:05,4EUG,1000-BLK DIVISION AVE,EUG,VEHICLE IN WATER,2025-02-24
25049732,MTRO,17:45:14,4EUG,2751 SHADOW VIEW DR,EUG,MEDICAL RESPONSE,2025-02-24
25049736,RFD,17:45:15,4EUG,2751 SHADOW VIEW DR,EUG,MEDICAL RESPONSE,2025-02-24
25049739,MTRO,17:58:30,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-02-24
25049756,MTRO,18:15:27,4EUG,1484 UNIVERSITY ST,EUG,MEDICAL RESPONSE,2025-02-24
25049759,MTRO,18:19:22,4RIR,1765 RIDGEFIELD ST,EUG,MEDICAL RESPONSE,2025-02-24
25049763,MTRO,18:24:20,4EUG,3585 KINSROW AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049766,MTRO,18:27:07,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-02-24
25049775,MTRO,18:37:10,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-02-24
25049776,MTRO,18:38:58,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2025-02-24
25049781,MTRO,18:43:53,4EUG,441 WILKIE ST,EUG,MEDICAL RESPONSE,2025-02-24
25049782,MTRO,18:45:15,4EUG,4675 GOODPASTURE LP,EUG,APPLIANCE FIRE,2025-02-24
25049799,MTRO,18:58:21,4EUG,974 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049813,MTRO,19:12:17,4EUG,2159 GOLDEN GARDENS ST,EUG,MEDICAL RESPONSE,2025-02-24
25049848,MTRO,20:03:28,4EUG,WASHINGTON ST/W 7TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049864,MTRO,20:24:39,4EUG,4841 W 18TH AVE,EUG,ASSIST POLICE,2025-02-24
25049860,MTRO,20:25:23,4EUG,1601 CHAMBERS ST,EUG,MEDICAL RESPONSE,2025-02-24
25049865,MTRO,20:27:59,4EUG,600 WATERFORD WAY,EUG,MEDICAL RESPONSE,2025-02-24
25049866,MTRO,20:30:14,4EUG,2517 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-02-24
25049870,MTRO,20:32:56,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2025-02-24
25049873,MTRO,20:37:38,4EUG,2159 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2025-02-24
25049867,MTRO,20:44:17,4EUG,770 E 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049883,MTRO,20:48:47,4EUG,713 ELIZABETH ST,EUG,MEDICAL RESPONSE,2025-02-24
25049910,MTRO,21:29:57,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049923,MTRO,21:47:16,4EUG,1841 GARDEN AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049926,MTRO,21:48:13,4EUG,3071 MATT DR,EUG,MEDICAL RESPONSE,2025-02-24
25049936,RFD,22:01:03,8LFA,1130 CINNAMON AVE,EUG,ASSIST POLICE,2025-02-24
25049937,MTRO,22:01:52,4EUG,330 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049957,RFD,22:39:13,4EUG,813 BELTLINE EB,EUG,VEHICLE FIRE,2025-02-24
25049960,MTRO,22:39:13,4EUG,813 BELTLINE EB,EUG,VEHICLE FIRE,2025-02-24
25049980,MTRO,23:10:20,4EUG,2101 AMIRANTE ST,EUG,MEDICAL RESPONSE,2025-02-24
25049989,MTRO,23:22:35,4EUG,E 8TH AVE/E PARK ST,EUG,MEDICAL RESPONSE,2025-02-24
25049992,MTRO,23:27:55,4EUG,1506 JEPPESEN AVE,EUG,MEDICAL RESPONSE,2025-02-24
25049993,MTRO,23:42:13,4EUG,610 WIMBLEDON CT,EUG,MEDICAL RESPONSE,2025-02-24
25050008,MTRO,23:59:45,4EUG,W 16TH AVE/FRIENDLY ST,EUG,MEDICAL RESPONSE,2025-02-24
25050023,MTRO,00:23:58,4EUG,1544 FETTERS LP,EUG,MEDICAL RESPONSE,2025-02-25
25050054,MTRO,01:14:16,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050061,MTRO,01:39:20,4EUG,102 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050117,MTRO,04:54:18,4EUG,1729 HIGH ALY,EUG,ILLEGAL BURNING,2025-02-25
25050136,RFD,05:43:00,8LFA,28064 EDGEWATER DR,EUG,MEDICAL RESPONSE,2025-02-25
25050131,MTRO,05:53:12,4EUG,1522 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050134,MTRO,05:55:53,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050133,MTRO,05:56:44,4EUG,1887 W 9TH PL,EUG,MEDICAL RESPONSE,2025-02-25
25050147,MTRO,06:43:03,4EUG,547 N GARDEN WAY,EUG,MEDICAL RESPONSE,2025-02-25
25050148,MTRO,06:44:26,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-02-25
25050152,MTRO,07:01:33,4EUG,3400 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050157,MTRO,07:18:00,4EUG,3552 KENDRA ST,EUG,MEDICAL RESPONSE,2025-02-25
25050162,RFD,07:22:25,4EUG,4239 SILVERADO TRAIL,EUG,MEDICAL RESPONSE,2025-02-25
25050160,MTRO,07:22:26,4EUG,4239 SILVERADO TRAIL,EUG,MEDICAL RESPONSE,2025-02-25
25050168,MTRO,07:41:50,4EUG,HATHAWAY AVE/RIDGLEY BLVD,EUG,MEDICAL RESPONSE,2025-02-25
25050176,MTRO,07:52:02,4ZUM,W 11TH AVE/KEN NIELSEN RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-25
25050174,MTRO,07:52:57,4EUG,3920 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050192,MTRO,08:07:54,4EUG,3720 N CLAREY ST,EUG,MEDICAL RESPONSE,2025-02-25
25050203,MTRO,08:21:42,4EUG,2648 EDGEWOOD DR,EUG,MEDICAL RESPONSE,2025-02-25
25050211,RFD,08:34:17,4LFA,3280 STARK CT,EUG,MEDICAL RESPONSE,2025-02-25
25050214,MTRO,08:34:18,4LFA,3280 STARK CT,EUG,MEDICAL RESPONSE,2025-02-25
25050219,MTRO,08:41:48,4EUG,1292 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2025-02-25
25050232,MTRO,08:57:03,4EUG,1005 GREEN ACRES RD,EUG,MEDICAL RESPONSE,2025-02-25
25050252,MTRO,09:08:04,4EUG,595 E 50TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050259,MTRO,09:22:26,4EUG,190 DELTA NB HWY,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-25
25050270,MTRO,09:28:58,4EUG,475 E BROADWAY,EUG,FIRE ALARM,2025-02-25
25050286,MTRO,09:43:45,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050290,MTRO,09:50:58,4EUG,452 BELTLINE EB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-25
25050297,MTRO,09:56:26,4EUG,2125 CROSS ST,EUG,MEDICAL RESPONSE,2025-02-25
25050319,MTRO,10:19:56,4EUG,1522 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050367,MTRO,11:03:25,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2025-02-25
25050374,MTRO,11:08:34,4EUG,3072 MATT DR,EUG,MEDICAL RESPONSE,2025-02-25
25050379,MTRO,11:10:14,4EUG,2484 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-25
25050393,MTRO,11:23:06,4EUG,1690 TAYLOR ST,EUG,MEDICAL RESPONSE,2025-02-25
25050419,MTRO,11:45:09,4EUG,515 E BROADWAY,EUG,FIRE ALARM,2025-02-25
25050424,MTRO,11:49:24,5SPR,2300 HENDERSON AVE,EUG,FIRE ALARM,2025-02-25
25050432,MTRO,11:55:52,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-02-25
25050436,MTRO,12:01:10,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2025-02-25
25050445,MTRO,12:11:32,4EUG,1522 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050495,MTRO,12:49:24,4EUG,2951 COBURG RD,EUG,MEDICAL RESPONSE,2025-02-25
25050498,MTRO,12:51:48,4EUG,1345 QUAKER ST,EUG,MEDICAL RESPONSE,2025-02-25
25050517,MTRO,13:12:21,4EUG,750 E 14TH AVE,EUG,APPLIANCE FIRE,2025-02-25
25050529,MTRO,13:32:32,4EUG,W 6TH AVE/JEFFERSON ST,EUG,MEDICAL RESPONSE,2025-02-25
25050532,MTRO,13:39:16,4EUG,3220 WHITBECK BLVD,EUG,ELECTRICAL PROBLEM,2025-02-25
25050538,MTRO,13:42:08,4EUG,1040 W 6TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050545,RFD,13:46:47,4CBF,91444 COBURG RD,EUG,MOTOR VEH ACC NO INJURY,2025-02-25
25050588,RFD,14:24:59,8LFA,29999 HALLETT ST,EUG,MEDICAL RESPONSE,2025-02-25
25050599,MTRO,14:32:24,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2025-02-25
25050611,MTRO,14:41:04,4LFU,3286 GARDENIA PL,EUG,MEDICAL RESPONSE,2025-02-25
25050614,MTRO,14:46:38,4EUG,201 RIVER AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050615,MTRO,14:47:39,4EUG,222 E BROADWAY,EUG,MEDICAL RESPONSE,2025-02-25
25050617,MTRO,14:49:29,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050627,MTRO,14:57:38,4EUG,45 OAK CT,EUG,ASSIST CAHOOTS,2025-02-25
25050624,MTRO,14:58:16,4EUG,3915 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-25
25050637,MTRO,15:07:05,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-02-25
25050641,RFD,15:07:06,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-02-25
25050638,MTRO,15:07:36,4EUG,1545 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-25
25050649,MTRO,15:13:52,4EUG,5163 TREVON ST,EUG,MEDICAL RESPONSE,2025-02-25
25050660,MTRO,15:21:37,4EUG,65 W 30TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050701,MTRO,15:50:46,4EUG,535 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-25
25050708,MTRO,15:55:24,4EUG,555 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-02-25
25050751,MTRO,16:26:49,4EUG,3025 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050756,MTRO,16:33:43,4EUG,OAK ST/N PARK ST,EUG,VEHICLE/PEDESTRIAN CRASH,2025-02-25
25050761,MTRO,16:38:07,4EUG,4075 AERIAL WAY,EUG,MEDICAL RESPONSE,2025-02-25
25050760,MTRO,16:39:25,4EUG,1410 OAK ST,EUG,MEDICAL RESPONSE,2025-02-25
25050788,MTRO,17:07:04,4EUG,146 E 12TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050796,MTRO,17:15:52,4EUG,LORD BYRON PL/CRESCENT AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050802,MTRO,17:21:03,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050799,MTRO,17:21:34,4EUG,1320 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050801,MTRO,17:22:23,5GLW,4215 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-02-25
25050800,MTRO,17:23:27,4EUG,2403 HAWKINS LN,EUG,LIFT ASSIST,2025-02-25
25050810,RFD,17:25:51,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-02-25
25050808,MTRO,17:26:45,4EUG,65 W 30TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050813,MTRO,17:31:33,4EUG,1950 RIVER RD,EUG,MEDICAL RESPONSE,2025-02-25
25050812,MTRO,17:32:58,4EUG,2075 BROADVIEW ST,EUG,MEDICAL RESPONSE,2025-02-25
25050815,MTRO,17:34:30,4EUG,1967 RIVER RD,EUG,ASSIST POLICE,2025-02-25
25050827,MTRO,17:47:55,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2025-02-25
25050833,MTRO,17:53:13,4EUG,885 GRANT ST,EUG,MEDICAL RESPONSE,2025-02-25
25050834,MTRO,17:54:02,4EUG,5416 DONALD ST,EUG,MEDICAL RESPONSE,2025-02-25
25050835,MTRO,17:55:51,4EUG,1365 UMPQUA AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050843,MTRO,18:00:36,4EUG,433 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-02-25
25050855,MTRO,18:20:12,4EUG,W 8TH AVE/TYLER ST,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-25
25050858,MTRO,18:28:09,4EUG,3800 WESTLEIGH ST,EUG,FIRE ALARM,2025-02-25
25050902,MTRO,19:22:21,4EUG,1545 CITY VIEW ST,EUG,MEDICAL RESPONSE,2025-02-25
25050908,MTRO,19:31:27,4EUG,3800 WESTLEIGH ST,EUG,MEDICAL RESPONSE,2025-02-25
25050911,MTRO,19:38:42,4EUG,3800 WESTLEIGH ST,EUG,MEDICAL RESPONSE,2025-02-25
25050910,MTRO,19:40:41,4EUG,575 SWEET GUM LN,EUG,MEDICAL RESPONSE,2025-02-25
25050924,RFD,19:52:27,5PGG,34675 DEVONSHIRE DR,EUG,MEDICAL RESPONSE,2025-02-25
25050925,MTRO,19:52:28,5PGG,34675 DEVONSHIRE DR,EUG,MEDICAL RESPONSE,2025-02-25
25050926,MTRO,19:59:07,4EUG,3362 BENTLEY AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050937,MTRO,20:10:13,5GLW,4795 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-02-25
25050956,MTRO,20:39:45,4EUG,475 E BROADWAY,EUG,FIRE ALARM,2025-02-25
25050967,MTRO,20:55:14,4EUG,1320 E 15TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050982,MTRO,21:17:12,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-02-25
25050988,RFD,21:22:00,4LFU,127 TERRA LINDA AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050990,MTRO,21:22:00,4LFU,127 TERRA LINDA AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050993,MTRO,21:29:19,4EUG,4575 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25050996,MTRO,21:43:33,4EUG,3784 EVEREST LP,EUG,MEDICAL RESPONSE,2025-02-25
25050997,MTRO,21:53:17,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2025-02-25
25051022,MTRO,22:00:36,4EUG,58 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-02-25
25051029,MTRO,22:07:55,5GLW,1545 S BROOKLYN ST,EUG,MEDICAL RESPONSE,2025-02-25
25051046,MTRO,22:43:25,4EUG,1710 NORTHVIEW BLVD,EUG,MEDICAL RESPONSE,2025-02-25
25051054,MTRO,22:55:23,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-02-25
25051105,MTRO,00:23:33,4EUG,3540 KINSROW AVE,EUG,MEDICAL RESPONSE,2025-02-26
25051107,MTRO,00:26:33,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2025-02-26
25051122,RFD,01:19:56,5CBF,19911 I5 SB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-26
25051127,RFD,01:19:56,5CBF,19911 I5 SB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-26
25051133,MTRO,01:31:23,5CBF,19911 I5 SB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-02-26
25051138,MTRO,01:47:54,4EUG,100 RIVER AVE,EUG,MEDICAL RESPONSE,2025-02-26
25051153,MTRO,02:21:25,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2025-02-26
25051158,RFD,02:28:30,4EUG,FRIENDLY ST/W 22ND AVE,EUG,MEDICAL RESPONSE,2025-02-26
25051165,RFD,02:54:57,4LFA,1025 IRVING RD,EUG,MEDICAL RESPONSE,2025-02-26
