yr,service,inci_id,calltime,case_id,callsource,nature,closecode,closed_as,secs_to_disp,secs_to_arrv,secs_to_close,disp,arrv,beat,priority,zip,primeunit,units_dispd,units_arrived,agency
2025,LAW ,25075473,2025-03-24 01:15:53,,PHONE,PROWLER,PCHK,PATROL CHECK,2559.0,2770.0,3973,1,1,EP05,4,97402,5U51  ,1,1,EPD
2025,LAW ,25075477,2025-03-24 01:31:42,,W911,DISPUTE,WELC,WELFARE CHECK DONE,196.0,458.0,2494,1,1,EP04,3,97402,4U44  ,3,3,EPD
2025,LAW ,25075486,2025-03-24 01:47:25,,W911,BEAT INFORMATION,INFO,INFORMATION ONLY,70.0,,80,1,0,EP05,5,97402,5U51  ,2,2,EPD
2025,LAW ,25075487,2025-03-24 01:49:11,,PHONE,ALARM,INFO,INFORMATION ONLY,,,82,0,0,EP04,P,97405,,0,0,EPD
2025,LAW ,25075488,2025-03-24 01:58:48,,PHONE,LOUD NOISE,QOA ,QUIET ON ARRIVAL,5869.0,,5872,1,0,EP05,5,97402,5E53  ,1,1,EPD
2025,LAW ,25075489,2025-03-24 01:59:51,,E911,HARASSMENT,WCB ,CALLER WILL CALL BACK,,,341,0,0,EP02,4,97401,,0,0,EPD
2025,LAW ,25075490,2025-03-24 02:02:20,,W911,BEAT INFORMATION,INFO,INFORMATION ONLY,753.0,,791,1,0,EP05,5,97402,4E43  ,1,1,EPD
2025,LAW ,25075495,2025-03-24 02:22:54,2504005,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,1.0,2.0,1614,1,1,EP05,6,97402,6E63  ,1,1,EPD
2025,LAW ,25075496,2025-03-24 02:29:58,,SELF,PATROL CHECK,WARN,WARNING,0.0,0.0,483,1,1,EP01,6,97401,4X41  ,1,1,EPD
2025,OTHR,25075500,2025-03-24 02:40:24,,W911,"PUBLIC ASSIST, CAHOOTS",UTL ,UNABLE TO LOCATE,3463.0,,3470,1,0,EP01,5,97401,CAHOOT,1,1,CAHOOTS
2025,OTHR,25075501,2025-03-24 02:47:14,,PHONE,"PUBLIC ASSIST, CAHOOTS",GOA ,GONE ON ARRIVAL,95.0,,3046,1,0,EP05,5,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075503,2025-03-24 02:53:43,,SELF,TRAFFIC STOP,WARN,WARNING,1.0,1.0,566,1,1,EP05,6,97402,5U51  ,1,1,EPD
2025,LAW ,25075506,2025-03-24 02:58:49,,SELF,PATROL CHECK,FI  ,FIELD INVESTIGATION,0.0,0.0,1095,1,1,EP05,6,97402,6E63  ,2,2,EPD
2025,LAW ,25075509,2025-03-24 03:10:36,,PHONE,DISPUTE,UTL ,UNABLE TO LOCATE,824.0,824.0,829,1,1,EP07,4,97401,5U22  ,1,1,EPD
2025,LAW ,25075512,2025-03-24 03:13:03,,PHONE,ILLEGAL BURNING,INFO,INFORMATION ONLY,895.0,,899,1,0,EP05,5,97402,6E63  ,1,1,EPD
2025,LAW ,25075513,2025-03-24 03:14:57,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,386,1,1,EP05,6,97402,5E53  ,1,1,EPD
2025,LAW ,25075514,2025-03-24 03:23:53,,SELF,PATROL CHECK,FI  ,FIELD INVESTIGATION,0.0,0.0,415,1,1,EP05,6,97402,6E62  ,1,1,EPD
2025,LAW ,25075518,2025-03-24 03:37:47,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,255,1,1,EP05,6,97402,6E63  ,1,1,EPD
2025,OTHR,25075520,2025-03-24 03:40:39,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,378.0,756.0,3908,1,1,EP01,5,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075521,2025-03-24 03:40:41,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,1331,1,1,EP06,6,97404,6E62  ,2,2,EPD
2025,LAW ,25075523,2025-03-24 04:01:05,2504700,W911,DISPUTE,REPT,REPORT TAKEN,274.0,637.0,6156,1,1,EP05,3,97402,6E62  ,2,2,EPD
2025,LAW ,25075524,2025-03-24 04:03:44,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,544,1,1,EP05,6,97402,1E42  ,2,2,EPD
2025,LAW ,25075529,2025-03-24 04:21:09,,SELF,PERSON STOP,WARN,WARNING,0.0,0.0,154,1,1,EP05,6,97402,5E53  ,1,1,EPD
2025,LAW ,25075530,2025-03-24 04:21:25,,PHONE,LOUD NOISE,PCHK,PATROL CHECK,1165.0,1609.0,3357,1,1,EP02,5,97401,6E31  ,2,2,EPD
2025,LAW ,25075531,2025-03-24 04:46:07,,SELF,PERSON STOP,WARN,WARNING,0.0,0.0,294,1,1,EP05,6,97402,6E63  ,1,1,EPD
2025,OTHR,25075532,2025-03-24 04:59:45,,PHONE,"SUICIDAL SUBJECT, CAHOOTS",ASST,ASSISTED,1863.0,2440.0,5444,1,1,EP07,5,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075535,2025-03-24 05:08:42,2504701,PHONE,DISORDERLY SUBJECT,ARR ,ARREST,598.0,1134.0,13849,1,1,EP02,3,97401,6E31  ,3,3,EPD
2025,LAW ,25075536,2025-03-24 05:11:19,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,7589.0,7627.0,8021,1,1,EP02,4,97401,1U11  ,3,2,EPD
2025,LAW ,25075540,2025-03-24 05:52:46,,W911,PROWLER,GOA ,GONE ON ARRIVAL,108.0,407.0,1445,1,1,EP04,3,97402,1E43  ,5,5,EPD
2025,LAW ,25075545,2025-03-24 06:02:23,,PHONE,ALARM,INFO,INFORMATION ONLY,,,136,0,0,EP01,P,97401,,0,0,EPD
2025,LAW ,25075546,2025-03-24 06:03:07,,E911,BEAT INFORMATION,QOLN,QUALITY OF LIFE - NO DISPATCH,,,160,0,0,EP05,P,97402,,0,0,EPD
2025,LAW ,25075548,2025-03-24 06:25:02,,W911,SHOTS FIRED,PCHK,PATROL CHECK,1706.0,1988.0,2576,1,1,EP01,3,97408,1E13  ,3,3,EPD
2025,LAW ,25075551,2025-03-24 06:28:15,,PHONE,CHECK WELFARE,ADVI,ADVISED,907.0,1564.0,2274,1,1,EP05,3,97402,1E41  ,2,2,EPD
2025,LAW ,25075554,2025-03-24 06:45:41,,W911,ILLEGAL BURNING,INFO,INFORMATION ONLY,1485.0,,1486,1,0,EP02,5,97401,1E12  ,1,1,EPD
2025,LAW ,25075555,2025-03-24 06:46:44,,PHONE,TRASH BIN FIRE,PCHK,PATROL CHECK,613.0,613.0,1282,1,1,EP01,5,97408,1U11  ,1,1,EPD
2025,LAW ,25075557,2025-03-24 06:52:48,,PHONE,BEAT INFORMATION,QOLN,QUALITY OF LIFE - NO DISPATCH,,,116,0,0,EP01,5,97401,,0,0,EPD
2025,LAW ,25075563,2025-03-24 07:03:34,,SELF,DISABLED VEHICLE,DIS ,DISREGARD,1.0,1.0,37,1,1,EP05,P,97404,1E42  ,1,1,EPD
2025,LAW ,25075564,2025-03-24 07:03:55,,SELF,DISABLED VEHICLE,ASST,ASSISTED,1.0,1.0,159,1,1,EP05,P,97404,1E43  ,1,1,EPD
2025,LAW ,25075565,2025-03-24 07:06:13,,PHONE,CRIMINAL TRESPASS,DIS ,DISREGARD,,,668,0,0,EP05,4,97402,,0,0,EPD
2025,OTHR,25075566,2025-03-24 07:06:17,,PHONE,"CHECK WELFARE, CAHOOTS",ASST,ASSISTED,363.0,915.0,1720,1,1,EP02,7,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075567,2025-03-24 07:08:50,,SELF,CITIZEN CONTACT,ADVI,ADVISED,1.0,1.0,53,1,1,EP01,6,97408,1U11  ,1,1,EPD
2025,LAW ,25075568,2025-03-24 07:09:23,2504702,PHONE,BURGLARY,REPT,REPORT TAKEN,317.0,1314.0,18954,1,1,EP05,4,97402,1W81  ,1,1,EPD
2025,LAW ,25075570,2025-03-24 07:10:21,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,703,1,1,EP05,6,97402,1E43  ,1,1,EPD
2025,LAW ,25075574,2025-03-24 07:19:17,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,692,1,1,EP03,6,97405,1M16  ,1,1,EPD
2025,OTHR,25075579,2025-03-24 07:37:59,,PHONE,"PUBLIC ASSIST, CAHOOTS",UTL ,UNABLE TO LOCATE,395.0,1265.0,1955,1,1,EP03,7,97403,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075580,2025-03-24 07:39:45,2504703,PHONE,DISORDERLY SUBJECT,ARR ,ARREST,572.0,947.0,12524,1,1,EP02,3,97401,2U21  ,5,5,EPD
2025,LAW ,25075582,2025-03-24 07:46:35,,W911,UNKNOWN PROBLEM,ACC ,ACCIDENTALLY CHOSE NEW EVENT,,,56,0,0,EP01,P,97401,,0,0,EPD
2025,LAW ,25075585,2025-03-24 07:52:04,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,344,1,1,EP01,6,97401,1M16  ,1,1,EPD
2025,LAW ,25075590,2025-03-24 07:55:28,,PHONE,CUSTODIAL INTERFERENCE,RSLV,RESOLVED,,,3528,0,0,EP03,4,97405,,0,0,EPD
2025,LAW ,25075592,2025-03-24 07:58:34,,PHONE,CRIMINAL TRESPASS,DDIS,DISREGARDED BY DISPATCH,,,320,0,0,EP01,4,97408,,0,0,EPD
2025,LAW ,25075593,2025-03-24 07:58:45,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,618,1,1,EP02,6,97401,2R12  ,1,1,EPD
2025,LAW ,25075597,2025-03-24 08:02:59,,PHONE,INFORMATION - POLICE,INFO,INFORMATION ONLY,,,1037,0,0,EP01,5,97401,,0,0,EPD
2025,LAW ,25075599,2025-03-24 08:05:24,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,618,1,1,EP07,6,97401,1M16  ,1,1,EPD
2025,LAW ,25075602,2025-03-24 08:08:41,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,163,1,1,EP06,6,97404,1K96  ,1,1,EPD
2025,LAW ,25075604,2025-03-24 08:09:17,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,781,1,1,EP03,6,97403,1E13  ,1,1,EPD
2025,OTHR,25075606,2025-03-24 08:11:56,,PHONE,"CHECK WELFARE, CAHOOTS",ASST,ASSISTED,1051.0,1658.0,2045,1,1,EP01,7,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075607,2025-03-24 08:12:03,2504704,W911,CRIMINAL TRESPASS,CLC ,CITED IN LIEU OF CUSTODY,324.0,670.0,5160,1,1,EP05,4,97402,2O11  ,5,3,EPD
2025,LAW ,25075608,2025-03-24 08:15:53,2504713,PHONE,CRIMINAL TRESPASS,ARR ,ARREST,8404.0,8404.0,14335,1,1,EP05,6,97402,2O12  ,5,5,EPD
2025,OTHR,25075610,2025-03-24 08:17:33,,PHONE,"PUBLIC ASSIST, CAHOOTS",DIS ,DISREGARD,3065.0,,3535,1,0,EP01,7,97408,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075611,2025-03-24 08:19:19,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,158,1,1,EP02,6,97401,1F67  ,2,2,EPD
2025,LAW ,25075612,2025-03-24 08:19:43,2504705,SELF,TRAFFIC STOP,CLC ,CITED IN LIEU OF CUSTODY,1.0,1.0,4597,1,1,EP01,6,97401,1M16  ,1,1,EPD
2025,LAW ,25075613,2025-03-24 08:22:05,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,471,1,1,EP02,6,97401,1F65  ,2,2,EPD
2025,LAW ,25075620,2025-03-24 08:30:10,,SELF,TRAFFIC STOP,PCHK,PATROL CHECK,0.0,0.0,60,1,1,EP02,6,97401,1F65  ,2,2,EPD
2025,LAW ,25075621,2025-03-24 08:30:35,2504707,PHONE,MOTOR VEH ACC INJURY,REPT,REPORT TAKEN,109.0,313.0,26552,1,1,EP02,1,97401,2U22  ,3,3,EPD
2025,OTHR,25075622,2025-03-24 08:31:03,,SELF,"CHECK WELFARE, CAHOOTS",ASST,ASSISTED,911.0,1384.0,2252,1,1,EP02,7,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075624,2025-03-24 08:31:23,,SELF,OVERDOSE,ASST,ASSISTED,0.0,0.0,858,1,1,EP02,1,97401,1F65  ,2,2,EPD
2025,LAW ,25075625,2025-03-24 08:35:03,,PHONE,CRIMINAL TRESPASS,RSLV,RESOLVED,,,179,0,0,EP07,4,97401,,0,0,EPD
2025,LAW ,25075626,2025-03-24 08:37:07,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,266.0,718.0,1132,1,1,EP05,4,97402,1E42  ,2,2,EPD
2025,LAW ,25075630,2025-03-24 08:48:32,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,1924,1,1,EP02,6,97401,1F65  ,2,2,EPD
2025,LAW ,25075635,2025-03-24 08:55:53,,SELF,PATROL CHECK,UTC ,UNIFORM TRAFFIC CITATION ISSUED,1.0,1.0,2121,1,1,EP02,6,97401,1E13  ,1,1,EPD
2025,LAW ,25075636,2025-03-24 08:56:09,,PHONE,ILLEGAL BURNING,QOLN,QUALITY OF LIFE - NO DISPATCH,,,79,0,0,EP02,5,97401,,0,0,EPD
2025,LAW ,25075637,2025-03-24 08:56:26,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,228,1,1,EP05,6,97402,2E23  ,1,1,EPD
2025,LAW ,25075644,2025-03-24 09:02:44,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,470,1,1,EP05,6,97402,1E41  ,1,1,EPD
2025,LAW ,25075645,2025-03-24 09:04:00,2504706,SELF,ASSIST PUBLIC WORKS,CLC ,CITED IN LIEU OF CUSTODY,0.0,313.0,2472,1,1,EP05,P,97402,2O11  ,2,2,EPD
2025,OTHR,25075646,2025-03-24 09:05:19,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,673.0,1423.0,3856,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075649,2025-03-24 09:09:03,,PHONE,CHECK WELFARE,WELC,WELFARE CHECK DONE,285.0,784.0,1464,1,1,EP05,3,97402,2U52  ,2,2,EPD
2025,LAW ,25075651,2025-03-24 09:11:40,,PHONE,ANIMAL ABUSE,WARN,WARNING,209.0,1863.0,3127,1,1,EP04,5,97402,2C82  ,1,1,EPD
2025,LAW ,25075652,2025-03-24 09:12:24,2504708,PHONE,CRIMINAL TRESPASS,ARR ,ARREST,141.0,496.0,6051,1,1,EP05,4,97402,1E42  ,2,2,EPD
2025,LAW ,25075654,2025-03-24 09:13:39,,W911,THEFT,REL ,REFERRED TO OTHER AGENCY,,,60,0,0,EP02,P,97401,,0,0,EPD
2025,LAW ,25075659,2025-03-24 09:17:17,,W911,DISORDERLY SUBJECT,RSLV,RESOLVED,,,439,0,0,EP02,3,97401,,0,0,EPD
2025,LAW ,25075661,2025-03-24 09:23:34,,SELF,PATROL CHECK,ADVI,ADVISED,1.0,1.0,96,1,1,EP02,6,97401,2F71  ,1,1,EPD
2025,LAW ,25075663,2025-03-24 09:25:04,,SELF,PATROL CHECK,PCHK,PATROL CHECK,1.0,1.0,1441,1,1,EP02,6,97401,1F65  ,2,2,EPD
2025,LAW ,25075668,2025-03-24 09:28:30,,E911,DISABLED VEHICLE,REL ,REFERRED TO OTHER AGENCY,,,495,0,0,EP01,P,97401,,0,0,EPD
2025,LAW ,25075670,2025-03-24 09:29:38,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,3,1,1,EP05,6,97402,2X21  ,1,1,EPD
2025,LAW ,25075672,2025-03-24 09:30:28,,PHONE,LOCATION STOLEN VEHICLE,FUP ,FOLLOW UP INVESTIGATION,411.0,1448.0,7642,1,1,EP05,3,97402,2W72  ,1,1,EPD
2025,LAW ,25075673,2025-03-24 09:31:18,,PHONE,BEAT INFORMATION,INFO,INFORMATION ONLY,704.0,,708,1,0,EP01,5,97401,1E12  ,1,1,EPD
2025,LAW ,25075674,2025-03-24 09:33:22,,SELF,PATROL CHECK,FI  ,FIELD INVESTIGATION,0.0,0.0,1486,1,1,EP02,6,97401,2E23  ,1,1,EPD
2025,LAW ,25075678,2025-03-24 09:37:59,2504709,PHONE,UNAUTHORIZED USE OF VEHICLE,REPT,REPORT TAKEN,706.0,1634.0,8194,1,1,EP05,3,97402,2W71  ,1,1,EPD
2025,LAW ,25075681,2025-03-24 09:41:33,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,1.0,1.0,1138,1,1,EP01,6,97401,1M16  ,1,1,EPD
2025,LAW ,25075686,2025-03-24 09:45:28,,SELF,ILLEGAL CAMPING,ASST,ASSISTED,0.0,310.0,2982,1,1,EP05,P,97402,2O11  ,2,2,EPD
2025,LAW ,25075687,2025-03-24 09:45:46,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,313,1,1,EP05,6,97402,2U52  ,1,1,EPD
2025,LAW ,25075689,2025-03-24 09:49:16,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,2909,1,1,EP02,6,97401,1F65  ,2,2,EPD
2025,OTHR,25075690,2025-03-24 09:50:04,,PHONE,"CHECK WELFARE, CAHOOTS",ASST,ASSISTED,1177.0,1859.0,3349,1,1,EP06,7,97404,CAHOOT,1,1,CAHOOTS
2025,OTHR,25075693,2025-03-24 09:51:40,,PHONE,"PUBLIC ASSIST, CAHOOTS",REL ,REFERRED TO OTHER AGENCY,,,25354,0,0,EP06,7,97404,CAHOOT,0,0,CAHOOTS
2025,LAW ,25075696,2025-03-24 09:53:06,2504716,W911,HARASSMENT,REPT,REPORT TAKEN,1316.0,2573.0,18627,1,1,EP04,4,97402,2U52  ,2,2,EPD
2025,LAW ,25075699,2025-03-24 09:56:37,,PHONE,SUSPICIOUS CONDITIONS,WELC,WELFARE CHECK DONE,28.0,325.0,976,1,1,EP06,P,97404,1E43  ,3,3,EPD
2025,LAW ,25075702,2025-03-24 09:57:19,,PHONE,CRIMINAL TRESPASS,ASST,ASSISTED,2275.0,11823.0,13343,1,1,EP05,6,97402,2O12  ,3,3,EPD
2025,LAW ,25075703,2025-03-24 09:57:27,2504710,PHONE,DOG AT LARGE,REPT,REPORT TAKEN,398.0,649.0,7913,1,1,EP04,9,97402,2C82  ,1,1,EPD
2025,LAW ,25075704,2025-03-24 09:58:30,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,2599,1,1,EP02,6,97401,1E13  ,1,1,EPD
2025,LAW ,25075706,2025-03-24 09:59:00,,SELF,PATROL CHECK,ADVI,ADVISED,1.0,1.0,273,1,1,EP02,6,97401,2F71  ,1,1,EPD
2025,LAW ,25075707,2025-03-24 09:59:33,,SELF,DISABLED VEHICLE,ASST,ASSISTED,0.0,0.0,920,1,1,EP01,P,97401,2W91  ,1,1,EPD
2025,LAW ,25075709,2025-03-24 10:00:38,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,2139.0,2150.0,2385,1,1,EP04,4,97405,DELTA1,3,1,EPD
2025,LAW ,25075710,2025-03-24 10:00:43,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,335,1,1,EP01,6,97401,1M16  ,1,1,EPD
2025,LAW ,25075711,2025-03-24 10:00:57,,PHONE,HIT AND RUN,INFO,INFORMATION ONLY,,,138,0,0,EP06,P,97404,,0,0,EPD
2025,LAW ,25075714,2025-03-24 10:05:15,,PHONE,FRAUD,ADVI,ADVISED,,,533,0,0,EP02,3,97401,,0,0,EPD
2025,LAW ,25075720,2025-03-24 10:11:29,,PHONE,ANIMAL COMPLAINT,WARN,WARNING,,,242,0,0,EP04,5,97405,,0,0,EPD
2025,LAW ,25075721,2025-03-24 10:12:09,,SELF,TRAFFIC STOP,UTC ,UNIFORM TRAFFIC CITATION ISSUED,0.0,0.0,1044,1,1,EP01,6,97401,1M16  ,2,2,EPD
2025,LAW ,25075724,2025-03-24 10:13:48,,SELF,PATROL CHECK,ASST,ASSISTED,0.0,0.0,2387,1,1,EP02,6,97401,2F71  ,1,1,EPD
2025,OTHR,25075728,2025-03-24 10:22:44,,PHONE,"SUICIDAL SUBJECT, CAHOOTS",UTL ,UNABLE TO LOCATE,1400.0,1949.0,2401,1,1,EP02,7,97401,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075732,2025-03-24 10:26:09,2504719,PHONE,UNAUTHORIZED USE OF VEHICLE,REPT,REPORT TAKEN,4146.0,5470.0,13934,1,1,EP05,5,97402,3W82  ,2,2,EPD
2025,OTHR,25075737,2025-03-24 10:30:48,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,3796.0,4091.0,5655,1,1,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075740,2025-03-24 10:32:00,,SELF,TRAFFIC STOP,WARN,WARNING,0.0,0.0,824,1,1,EP01,6,97401,1U11  ,1,1,EPD
2025,LAW ,25075741,2025-03-24 10:34:18,,PHONE,ALARM,INFO,INFORMATION ONLY,,,170,0,0,EP05,P,97402,,0,0,EPD
2025,LAW ,25075742,2025-03-24 10:34:22,2504711,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP03,P,97403,1W74  ,0,0,EPD
2025,OTHR,25075743,2025-03-24 10:36:42,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,6725.0,,9786,1,0,EP05,7,97402,CAHOOT,1,1,CAHOOTS
2025,LAW ,25075745,2025-03-24 10:37:22,,PHONE,UNAUTHORIZED USE OF VEHICLE,INFO,INFORMATION ONLY,,,694,0,0,EP05,P,97402,,0,0,EPD
2025,LAW ,25075746,2025-03-24 10:38:02,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,0.0,0.0,7018,1,1,EP02,6,97401,1F65  ,2,2,EPD
2025,LAW ,25075747,2025-03-24 10:38:53,,SELF,FOLLOW UP,FUP ,FOLLOW UP INVESTIGATION,1.0,1.0,888,1,1,EP01,6,97401,1E12  ,1,1,EPD
2025,LAW ,25075754,2025-03-24 10:08:00,2504712,RPTO,CRIMINAL MISCHIEF,    ,,,,0,0,0,EP02,P,97401,,0,0,EPD
2025,LAW ,25075758,2025-03-24 10:46:28,,PHONE,CURB/EASEMENT TRESPASSING,RSLV,RESOLVED,282.0,705.0,2964,1,1,EP05,4,97402,1U11  ,4,3,EPD
2025,LAW ,25075763,2025-03-24 10:53:12,,SELF,TRAFFIC STOP,FI  ,FIELD INVESTIGATION,0.0,0.0,471,1,1,EP01,6,97401,1M16  ,1,1,EPD
2025,LAW ,25075767,2025-03-24 11:00:01,,PHONE,DISORDERLY MEDICAL TRANSPORT,INFO,INFORMATION ONLY,,,1670,0,0,EP03,3,97403,,0,0,EPD
2025,LAW ,25075768,2025-03-24 11:00:09,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,561,1,1,EP03,6,97405,1E13  ,1,1,EPD
2025,LAW ,25075769,2025-03-24 11:00:24,,E911,UNKNOWN PROBLEM,DIS ,DISREGARD,,,236,0,0,EP07,P,97401,,0,0,EPD
2025,LAW ,25075772,2025-03-24 11:03:45,2504714,RPTO,CRIMINAL MISCHIEF,REPT,REPORT TAKEN,,,0,0,0,EP05,P,97402,1W74  ,0,0,EPD
2025,LAW ,25075780,2025-03-24 11:09:14,,W911,MOTOR VEH ACC NO INJURY,MVAN,MOTOR VEHICLE ACCIDENT - NO DISPATCH,,,155,0,0,EP03,1,97405,,0,0,EPD
2025,LAW ,25075781,2025-03-24 11:09:17,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,127,1,1,EP05,6,97402,1E41  ,1,1,EPD
2025,LAW ,25075782,2025-03-24 11:11:10,2504717,PHONE,CRIMINAL TRESPASS,CLC ,CITED IN LIEU OF CUSTODY,494.0,1246.0,6193,1,1,EP05,4,97402,1E41  ,2,2,EPD
2025,LAW ,25075784,2025-03-24 11:16:46,2504715,RPTO,THEFT FROM VEHICLE,REPT,REPORT TAKEN,,,0,0,0,EP04,P,97405,1W74  ,0,0,EPD
2025,LAW ,25075785,2025-03-24 11:18:28,,PHONE,CRIMINAL TRESPASS,GOA ,GONE ON ARRIVAL,214.0,441.0,1400,1,1,EP02,4,97401,2U21  ,3,3,EPD
2025,LAW ,25075786,2025-03-24 11:18:33,,SELF,PATROL CHECK,PCHK,PATROL CHECK,0.0,0.0,877,1,1,EP02,6,97401,2F71  ,1,1,EPD
2025,LAW ,25075789,2025-03-24 11:22:03,,PHONE,CHECK WELFARE,WELC,WELFARE CHECK DONE,731.0,838.0,1437,1,1,EP07,3,97401,3E32  ,3,3,EPD
2025,LAW ,25075791,2025-03-24 11:25:20,,PHONE,CHECK WELFARE,GOA ,GONE ON ARRIVAL,1062.0,1825.0,3801,1,1,EP05,3,97402,2U21  ,3,2,EPD
2025,OTHR,25075794,2025-03-24 11:30:02,,PHONE,"INFO / ATL, CAHOOTS",RSLV,RESOLVED,,,171,0,0,EP05,5,97402,,0,0,EPD
2025,OTHR,25075796,2025-03-24 11:32:43,,PHONE,"PUBLIC ASSIST, CAHOOTS",ASST,ASSISTED,8734.0,,11072,1,0,EP05,7,97402,CAHOOT,1,1,CAHOOTS
